price,distance,height,seating_angle,visibility,turns_visible,track_length_visible,range_visible,seat_type,sun_cover,rain_cover,speed_category,overtake_probability,braking_zone,tickets_sold_first_hour
662,125,16,43,79,3,434,51,VIP,0.72,0.85,Medium,0.79,1,189.7
4482,14,4,30,80,2,218,392,General,0.08,0.98,Medium,0.71,0,245.7
287,16,20,7,58,2,293,230,General,0.12,0.53,Fast,0.55,0,191.0
2022,132,9,29,69,2,337,140,Premium,0.57,0.9,Fast,0.47,1,144.7
3668,93,19,81,67,2,335,442,General,0.26,1.0,Medium,0.78,0,158.7
2468,10,25,35,40,4,453,408,VIP,0.63,0.05,Slow,0.59,1,206.9
1935,160,22,28,80,1,419,138,Premium,0.58,0.72,Slow,0.63,0,134.2
3661,13,23,16,45,2,269,392,Premium,0.35,0.2,Slow,0.73,1,223.9
1397,70,30,37,87,2,160,249,VIP,0.82,0.14,Slow,0.87,1,156.6
164,72,7,58,63,2,401,205,General,0.7,0.94,Medium,0.19,0,172.9
4649,88,14,82,44,3,460,164,General,0.55,0.12,Medium,0.14,0,254.5
1161,104,29,47,82,4,316,310,VIP,0.63,0.15,Medium,0.43,0,200.8
2341,13,23,27,68,3,222,447,General,0.31,0.98,Fast,0.39,1,261.9
3775,28,13,82,80,4,112,35,General,0.67,0.24,Medium,0.2,0,197.9
1747,155,13,29,61,1,407,11,VIP,0.24,0.98,Fast,0.89,1,174.7
2984,65,20,2,51,2,128,74,General,0.63,0.53,Fast,0.7,1,164.1
943,120,32,28,79,0,474,411,General,0.77,0.66,Medium,0.34,0,111.4
4066,187,28,9,97,0,266,321,General,0.13,0.13,Medium,0.6,1,214.1
2465,121,32,77,67,0,461,68,General,0.72,0.65,Slow,0.72,0,116.2
3316,111,6,40,67,2,442,140,General,0.32,0.15,Fast,0.84,0,241.5
3587,29,23,16,75,0,402,297,VIP,0.48,0.67,Medium,0.43,1,260.8
2930,31,32,27,49,3,216,443,Premium,0.09,0.85,Slow,0.39,1,197.7
4645,164,1,77,82,2,116,102,General,0.23,0.76,Slow,0.84,1,188.0
1212,167,1,11,87,4,212,202,VIP,0.36,0.34,Medium,0.4,1,164.5
745,18,9,20,88,4,127,355,General,0.07,0.44,Fast,0.44,1,191.2
958,77,31,67,82,2,125,122,VIP,0.34,0.6,Medium,0.11,1,147.4
2143,79,20,15,40,3,484,230,General,0.15,0.38,Slow,0.66,1,205.2
687,85,27,73,65,3,250,68,VIP,0.34,0.97,Slow,0.24,1,142.7
771,116,6,31,67,4,307,278,General,0.07,0.87,Fast,0.7,0,161.5
4227,54,22,44,86,1,222,62,General,0.12,0.2,Medium,0.58,0,221.4
4097,123,28,87,96,4,431,335,General,0.84,0.32,Fast,0.88,1,225.7
2300,156,3,45,72,0,260,246,Premium,0.38,0.06,Slow,0.77,0,182.3
789,162,32,49,69,4,385,415,General,0.63,0.04,Medium,0.83,0,163.9
897,92,5,64,81,1,122,136,General,0.6,0.99,Slow,0.52,0,141.5
3223,109,21,86,78,0,425,341,General,0.28,0.33,Medium,0.55,1,194.1
1281,90,5,74,82,1,281,168,General,0.82,0.7,Fast,0.41,0,117.4
2740,37,5,82,82,3,362,195,VIP,0.02,0.31,Medium,0.86,1,278.7
682,80,6,64,89,4,480,279,Premium,0.03,0.34,Fast,0.71,0,238.0
1531,182,10,56,42,3,288,356,General,0.61,0.97,Fast,0.59,1,178.3
1639,99,28,59,89,2,297,267,VIP,0.45,0.97,Fast,0.75,0,167.7
3986,100,6,66,94,0,247,52,VIP,0.65,0.27,Fast,0.82,0,252.5
2913,11,26,6,65,4,293,130,VIP,0.33,0.08,Slow,0.28,1,199.3
2796,42,8,4,58,3,458,435,VIP,0.12,0.71,Fast,0.46,0,239.2
4373,113,7,36,55,2,164,34,General,0.2,0.64,Slow,0.6,0,196.0
4441,9,32,73,55,1,251,229,Premium,0.0,0.35,Fast,0.56,0,243.1
4359,144,32,64,75,0,301,457,Premium,0.4,0.64,Fast,0.88,1,212.4
603,93,15,84,80,0,399,386,VIP,0.64,0.13,Fast,0.38,1,191.1
3970,166,11,17,44,3,120,160,VIP,0.17,0.79,Medium,0.81,1,161.8
4498,126,16,4,88,1,248,192,General,0.73,0.05,Fast,0.62,1,236.7
3217,91,11,63,84,3,290,418,General,0.44,0.8,Slow,0.68,0,191.5
1528,144,18,41,46,0,269,348,Premium,0.25,0.45,Fast,0.67,0,189.7
2938,162,27,35,80,0,140,353,VIP,0.54,0.36,Fast,0.74,0,170.6
3639,13,8,8,55,2,287,206,VIP,0.81,0.03,Fast,0.22,1,230.0
4387,98,25,40,81,2,229,68,General,0.02,0.19,Fast,0.51,0,178.0
3705,59,18,88,98,3,204,72,VIP,0.12,0.07,Slow,0.24,1,300.2
2896,186,4,70,74,2,255,445,VIP,0.13,0.71,Medium,0.66,0,182.1
1044,56,8,30,90,3,115,194,Premium,0.47,0.37,Fast,0.74,0,155.6
3971,139,26,52,92,4,139,74,General,0.83,0.64,Slow,0.46,1,252.6
4566,168,11,16,67,4,130,435,VIP,0.11,0.15,Fast,0.23,1,238.4
2376,25,16,25,80,4,242,74,Premium,0.53,0.61,Medium,0.17,0,183.6
1452,173,21,72,42,0,143,33,VIP,0.81,0.77,Fast,0.31,0,64.5
4519,79,19,61,55,3,254,242,General,0.06,0.06,Fast,0.45,1,216.5
1226,85,20,44,65,1,291,273,General,0.48,0.32,Fast,0.47,1,219.5
3475,68,10,41,76,2,199,400,General,0.14,1.0,Fast,0.47,1,237.6
3271,134,29,30,53,4,282,34,General,0.04,0.49,Fast,0.81,1,196.1
2216,98,25,46,42,3,128,301,Premium,0.48,0.36,Medium,0.33,1,170.5
2341,164,7,16,46,3,293,416,General,0.84,0.56,Medium,0.39,0,140.8
1172,187,21,60,73,3,178,320,General,0.76,0.14,Slow,0.85,1,144.1
2501,156,21,64,93,4,374,260,General,0.6,0.3,Fast,0.75,1,186.2
268,157,30,33,81,4,397,126,General,0.61,0.58,Medium,0.24,1,137.0
308,151,7,24,41,3,262,224,VIP,0.13,0.69,Medium,0.43,1,154.4
1748,148,20,84,70,4,294,170,Premium,0.81,0.46,Slow,0.53,1,166.1
2215,161,30,24,55,2,387,162,Premium,0.19,0.97,Medium,0.34,1,121.9
4641,75,18,15,76,4,296,212,General,0.7,0.95,Slow,0.74,1,227.4
697,93,28,83,56,3,211,113,General,0.7,0.27,Medium,0.55,1,132.9
4400,62,14,6,46,3,271,377,General,0.4,0.68,Slow,0.21,0,191.2
3946,127,12,36,60,2,432,40,VIP,0.77,0.09,Fast,0.56,0,208.2
347,106,31,23,87,2,121,14,General,0.25,0.6,Slow,0.84,1,124.9
4500,139,31,17,94,4,341,149,Premium,0.16,0.11,Medium,0.23,1,240.0
2466,150,12,22,79,3,320,273,General,0.28,0.4,Slow,0.18,0,165.4
105,71,24,30,68,2,270,164,Premium,0.5,0.57,Fast,0.31,1,158.7
3371,180,32,39,84,0,429,161,General,0.31,0.22,Medium,0.87,1,202.4
3110,111,30,68,91,1,228,358,Premium,0.64,0.87,Fast,0.17,1,184.5
4536,134,12,73,74,1,186,177,General,0.73,0.44,Medium,0.64,1,197.2
505,121,8,65,66,3,390,39,General,0.47,0.67,Slow,0.35,0,136.6
421,113,22,89,44,4,132,45,VIP,0.84,0.47,Medium,0.33,0,83.0
3493,100,24,57,95,3,294,51,General,0.58,0.66,Slow,0.53,1,187.9
1874,5,1,38,69,4,319,282,General,0.32,0.23,Slow,0.47,0,235.0
974,13,26,78,89,0,225,115,General,0.06,0.59,Fast,0.46,0,151.7
512,40,32,37,54,4,265,305,VIP,0.51,0.67,Slow,0.36,1,173.8
4320,61,26,38,57,0,387,312,Premium,0.75,0.91,Fast,0.6,1,195.2
3172,139,20,89,66,3,178,163,General,0.32,0.75,Medium,0.48,0,192.7
3843,19,26,53,75,4,170,208,VIP,0.21,0.2,Fast,0.62,1,250.2
2249,101,2,9,52,4,472,353,General,0.48,0.48,Slow,0.8,1,204.3
1785,53,7,61,98,1,458,319,VIP,0.6,0.4,Fast,0.29,1,208.5
2192,97,32,63,69,0,471,250,General,0.65,0.32,Medium,0.26,1,170.0
1862,42,1,33,75,4,398,378,Premium,0.35,0.15,Fast,0.36,1,194.6
2815,70,31,82,87,3,337,96,General,0.62,0.35,Slow,0.21,1,173.7
531,139,2,9,92,0,105,221,General,0.12,0.63,Medium,0.15,0,102.7
4008,173,31,2,40,4,384,220,General,0.01,0.53,Slow,0.32,1,192.4
3577,50,6,12,73,1,225,108,General,0.53,0.25,Slow,0.38,1,191.3
1900,81,5,83,94,0,149,217,Premium,0.32,0.55,Fast,0.14,0,178.1
3604,170,21,72,94,0,372,31,General,0.2,0.9,Slow,0.65,1,173.1
4498,149,2,22,94,2,110,116,VIP,0.5,0.75,Fast,0.67,1,192.4
4669,66,24,86,97,4,271,206,Premium,0.64,0.14,Slow,0.89,0,275.7
672,92,25,41,41,2,332,261,Premium,0.19,0.55,Medium,0.4,0,153.8
752,163,18,31,85,0,144,147,General,0.13,0.71,Fast,0.61,1,147.1
2998,74,6,16,45,1,322,239,General,0.47,0.51,Fast,0.18,0,175.4
2707,103,0,37,66,3,145,381,Premium,0.77,0.91,Fast,0.88,0,190.3
1245,21,10,55,57,3,255,257,Premium,0.67,0.36,Fast,0.86,1,231.6
926,39,19,0,65,2,419,204,General,0.68,0.33,Medium,0.37,0,161.1
1505,106,20,37,87,3,396,410,General,0.21,0.38,Slow,0.75,1,185.8
1686,156,11,87,89,4,115,382,VIP,0.39,0.71,Fast,0.45,1,202.6
4140,40,19,30,56,1,468,226,Premium,0.67,0.07,Medium,0.89,1,224.3
3476,144,2,46,84,4,406,336,General,0.78,0.11,Medium,0.3,1,193.6
3323,89,27,13,40,0,234,123,General,0.43,0.52,Fast,0.56,0,139.7
4149,43,22,3,70,0,253,222,General,0.78,0.09,Fast,0.77,0,214.9
2903,126,6,56,86,3,265,44,Premium,0.26,0.81,Medium,0.19,1,164.7
1396,67,11,70,50,2,388,228,General,0.81,0.23,Medium,0.42,0,145.4
1666,120,27,49,40,1,207,152,VIP,0.64,0.81,Medium,0.15,0,131.7
3046,88,12,58,47,2,445,451,Premium,0.42,0.97,Medium,0.35,1,189.2
1463,177,19,78,77,0,446,78,Premium,0.27,0.24,Medium,0.19,1,187.9
3476,157,8,73,64,3,197,259,Premium,0.54,0.69,Medium,0.62,0,195.0
3744,163,3,45,40,3,171,109,General,0.69,0.96,Medium,0.5,1,174.5
3686,130,10,10,76,0,214,159,Premium,0.03,0.22,Medium,0.33,1,171.6
4741,34,17,69,92,2,379,431,VIP,0.64,0.76,Fast,0.45,0,261.0
2077,81,2,57,56,2,146,234,VIP,0.74,0.12,Medium,0.75,0,170.2
3557,47,8,26,92,1,132,301,VIP,0.3,0.28,Fast,0.53,1,268.1
4741,73,32,86,92,0,171,394,Premium,0.67,0.92,Fast,0.89,0,230.4
2077,178,25,62,49,4,425,147,General,0.53,0.38,Medium,0.16,0,150.3
3073,121,31,41,77,0,477,57,VIP,0.62,0.46,Medium,0.63,1,143.9
1785,131,17,41,93,2,274,290,VIP,0.49,0.57,Medium,0.49,1,220.2
426,30,29,2,47,1,327,243,VIP,0.0,0.96,Fast,0.26,0,178.6
814,172,23,32,45,2,442,342,General,0.14,0.4,Fast,0.34,0,98.1
829,5,13,61,44,1,405,125,VIP,0.44,0.45,Slow,0.11,1,170.9
630,63,24,11,86,0,154,170,Premium,0.31,0.3,Medium,0.41,0,153.3
610,140,0,78,81,1,327,189,Premium,0.61,0.63,Fast,0.22,1,163.8
1196,36,24,44,67,2,173,136,VIP,0.24,0.08,Medium,0.54,1,239.2
2521,57,32,24,87,3,253,340,General,0.05,0.9,Fast,0.86,1,212.8
148,97,20,16,64,4,317,197,General,0.46,0.17,Fast,0.48,0,140.6
2197,60,2,7,90,3,361,156,General,0.53,0.5,Medium,0.43,1,204.9
2588,25,32,26,91,1,376,177,General,0.33,0.63,Fast,0.77,0,197.7
2004,19,15,11,67,0,334,323,General,0.52,0.31,Medium,0.69,0,200.4
2890,138,16,21,63,1,485,409,General,0.74,0.73,Fast,0.19,0,150.6
4341,21,16,73,80,0,356,243,General,0.43,0.06,Fast,0.79,0,279.3
994,63,32,0,42,0,227,33,Premium,0.4,0.38,Slow,0.22,0,125.9
3485,62,20,31,66,2,240,432,General,0.07,0.37,Slow,0.5,0,266.8
614,124,18,39,60,0,385,243,Premium,0.01,0.2,Fast,0.55,1,161.2
3066,156,31,25,86,4,227,87,Premium,0.01,0.41,Medium,0.29,1,198.2
3132,83,6,26,73,1,316,261,General,0.82,0.97,Slow,0.21,1,181.8
4307,110,23,58,87,0,399,58,General,0.43,0.64,Slow,0.42,0,189.8
2630,105,20,40,68,2,221,48,General,0.8,0.14,Fast,0.72,0,180.6
3867,85,26,15,74,2,208,241,VIP,0.26,0.27,Fast,0.2,0,184.8
1811,88,9,11,85,1,284,212,General,0.44,0.68,Fast,0.31,0,136.3
3754,147,15,12,69,0,173,72,General,0.01,0.83,Fast,0.89,0,149.0
738,154,16,9,41,0,203,340,General,0.38,0.13,Slow,0.82,1,84.2
464,48,27,50,71,0,297,359,General,0.36,0.35,Slow,0.83,1,209.9
2063,170,18,63,66,4,347,41,Premium,0.07,0.38,Slow,0.44,0,164.7
209,102,22,61,74,3,278,299,Premium,0.43,0.39,Fast,0.24,1,164.0
3914,140,22,74,54,1,153,136,VIP,0.56,0.27,Slow,0.75,0,153.4
4766,104,22,22,51,1,405,172,Premium,0.69,0.7,Fast,0.83,0,191.7
1592,131,19,22,71,0,148,38,General,0.2,0.22,Medium,0.52,0,128.2
1118,92,11,41,43,0,177,310,VIP,0.6,0.14,Fast,0.19,1,169.5
877,91,19,41,48,1,476,233,Premium,0.67,0.96,Medium,0.62,0,144.6
2973,62,11,48,59,2,167,100,VIP,0.62,0.95,Medium,0.86,1,190.2
2656,161,14,81,76,0,356,82,General,0.28,0.08,Slow,0.38,1,166.1
776,186,21,57,40,2,209,137,General,0.59,0.35,Fast,0.73,0,89.7
3441,131,24,44,74,3,153,434,General,0.41,0.86,Fast,0.62,0,184.6
323,80,1,40,56,0,139,185,General,0.14,0.38,Slow,0.69,0,173.7
3583,172,10,77,96,3,182,37,Premium,0.09,0.21,Fast,0.25,1,174.3
835,17,25,73,75,3,180,37,General,0.31,0.43,Fast,0.34,1,184.9
721,126,7,39,90,3,343,260,General,0.76,0.27,Slow,0.61,1,190.9
3076,52,28,5,56,3,340,144,General,0.19,0.27,Fast,0.15,0,127.7
1913,146,3,49,92,4,316,284,General,0.58,0.94,Fast,0.56,0,162.5
334,133,9,15,88,3,190,95,General,0.83,0.81,Medium,0.2,1,134.3
1261,157,16,40,98,0,146,208,VIP,0.47,0.55,Fast,0.79,1,196.9
4330,112,7,53,49,1,392,311,Premium,0.5,0.96,Fast,0.18,0,186.1
2866,110,16,49,81,3,394,321,General,0.4,0.17,Slow,0.42,1,240.1
2765,181,15,6,87,3,239,200,VIP,0.02,0.82,Slow,0.34,1,146.5
1917,39,19,56,89,2,239,383,VIP,0.35,0.65,Fast,0.25,0,145.9
4018,137,23,7,72,1,135,169,General,0.6,0.4,Slow,0.72,0,162.7
320,121,3,46,85,1,242,198,Premium,0.7,0.51,Fast,0.61,0,154.6
4054,157,28,22,95,3,402,292,General,0.3,0.16,Fast,0.82,0,231.0
1805,61,14,86,53,2,435,219,General,0.44,0.86,Fast,0.87,0,221.8
1468,158,0,28,56,4,258,374,VIP,0.82,0.64,Medium,0.44,1,170.6
4315,164,25,74,46,0,363,349,General,0.82,0.84,Fast,0.55,1,188.4
572,91,17,81,60,2,235,345,Premium,0.6,0.89,Fast,0.34,0,181.6
3360,174,20,87,48,0,437,264,Premium,0.85,0.26,Medium,0.43,1,187.6
4736,53,21,28,83,4,428,411,VIP,0.4,0.94,Slow,0.39,1,270.5
849,125,8,33,86,4,195,358,Premium,0.76,0.65,Fast,0.28,0,140.2
2764,100,16,74,58,3,162,250,General,0.05,0.63,Fast,0.56,0,208.0
4390,81,26,6,95,1,172,112,General,0.29,0.99,Slow,0.81,1,228.2
1527,25,31,42,80,1,262,334,Premium,0.05,0.45,Fast,0.27,0,195.8
1110,162,27,81,67,3,321,254,VIP,0.33,0.04,Slow,0.26,1,117.2
4400,53,1,86,40,1,217,365,General,0.75,0.31,Slow,0.18,1,210.2
4312,157,21,55,96,1,277,260,General,0.31,0.19,Fast,0.86,1,239.9
1124,59,1,75,72,1,165,197,VIP,0.6,0.79,Medium,0.4,1,175.8
935,172,1,6,84,0,315,237,General,0.32,0.55,Medium,0.48,0,136.9
126,82,26,84,46,4,240,328,Premium,0.51,0.14,Medium,0.76,0,155.5
4127,55,12,33,93,4,205,193,VIP,0.6,0.3,Medium,0.13,1,275.5
3987,89,15,0,40,0,158,437,Premium,0.49,0.49,Fast,0.86,0,192.7
2475,72,29,6,46,1,122,446,General,0.25,0.8,Medium,0.35,0,167.3
425,7,8,84,81,1,270,193,General,0.76,0.96,Fast,0.31,0,182.6
3789,74,24,88,94,3,317,342,VIP,0.75,0.17,Slow,0.21,0,234.1
899,111,30,72,83,3,194,322,General,0.32,0.36,Medium,0.12,0,161.5
568,71,20,1,85,4,482,305,Premium,0.62,0.22,Medium,0.86,1,200.0
830,115,15,61,62,3,178,439,Premium,0.7,0.89,Fast,0.59,0,171.8
1404,24,31,41,55,2,244,35,General,0.43,0.55,Fast,0.4,0,116.3
4744,119,5,63,68,2,162,264,Premium,0.63,0.02,Fast,0.42,0,236.8
2545,135,13,83,82,3,276,196,Premium,0.7,0.82,Medium,0.78,1,212.1
3925,188,23,57,47,0,439,123,Premium,0.0,0.36,Fast,0.61,1,221.9
4083,40,26,13,56,4,202,106,Premium,0.1,0.85,Fast,0.27,0,227.0
3445,16,7,57,69,4,360,78,VIP,0.82,0.0,Medium,0.69,1,213.2
1501,182,11,16,46,3,438,317,VIP,0.52,0.32,Slow,0.81,1,168.2
2083,75,25,43,58,3,170,80,VIP,0.35,0.7,Medium,0.7,1,167.2
4584,166,13,25,53,4,467,158,Premium,0.58,0.92,Medium,0.21,0,216.4
2690,186,7,45,75,3,400,302,VIP,0.8,0.71,Fast,0.64,1,198.3
3170,42,3,85,43,1,238,394,VIP,0.67,0.98,Medium,0.65,0,213.3
2467,57,2,45,92,3,154,325,General,0.74,0.74,Medium,0.79,1,229.2
434,102,24,53,90,2,384,37,VIP,0.01,0.25,Slow,0.6,1,163.4
3062,155,12,24,58,3,192,359,General,0.06,0.96,Fast,0.69,0,161.7
2139,6,21,59,85,1,122,88,General,0.79,0.6,Medium,0.72,1,192.4
2983,23,20,67,54,1,368,44,General,0.67,0.16,Fast,0.53,1,214.4
3005,80,13,79,73,3,389,431,General,0.64,0.65,Slow,0.19,1,231.2
2047,15,20,48,98,0,299,141,Premium,0.46,0.28,Medium,0.83,1,213.2
1627,87,32,10,46,1,377,283,VIP,0.01,0.07,Fast,0.64,0,178.4
901,57,27,82,92,0,484,361,General,0.13,0.46,Fast,0.37,0,192.0
1914,71,26,49,68,3,323,171,VIP,0.01,0.67,Medium,0.53,0,201.1
644,96,32,13,58,2,412,54,General,0.24,0.93,Medium,0.41,0,141.4
4520,80,9,38,83,2,107,293,Premium,0.74,0.14,Slow,0.13,1,229.3
2546,58,22,27,66,4,174,92,General,0.16,0.62,Medium,0.3,0,202.2
4546,123,4,37,82,0,230,60,General,0.17,0.58,Medium,0.86,1,190.0
869,77,4,24,60,3,332,178,VIP,0.52,0.31,Slow,0.57,1,196.9
1864,187,27,35,93,2,170,357,VIP,0.62,0.88,Medium,0.47,1,161.1
941,49,5,35,94,1,377,110,VIP,0.22,0.89,Slow,0.16,0,151.1
4792,108,13,4,75,2,380,286,VIP,0.4,0.78,Medium,0.39,0,191.8
2433,39,29,64,72,0,305,196,VIP,0.43,0.66,Fast,0.78,0,212.3
4685,173,9,61,62,0,214,399,Premium,0.41,0.06,Medium,0.4,0,218.9
3009,104,30,58,96,0,122,342,VIP,0.28,0.7,Fast,0.52,1,177.2
3150,98,4,66,56,3,216,274,VIP,0.34,0.82,Fast,0.38,1,202.4
1188,117,10,29,44,4,431,153,Premium,0.18,0.19,Fast,0.39,0,165.8
3972,127,13,75,50,3,113,134,VIP,0.04,0.57,Fast,0.23,0,188.6
1412,71,11,66,65,4,390,336,VIP,0.02,0.72,Fast,0.63,1,207.4
3995,48,14,52,78,1,400,430,Premium,0.65,0.62,Fast,0.51,0,221.6
3764,157,4,29,64,3,169,65,VIP,0.01,0.52,Medium,0.83,1,231.3
369,141,32,15,45,3,439,76,Premium,0.77,0.54,Fast,0.1,1,148.3
405,183,27,29,91,3,297,189,General,0.5,0.74,Fast,0.71,0,124.9
736,77,26,32,52,0,465,390,General,0.67,0.58,Fast,0.19,0,90.2
2637,109,23,13,49,3,435,309,Premium,0.22,0.85,Slow,0.44,1,174.9
4572,147,30,22,63,4,386,257,Premium,0.22,0.31,Slow,0.38,1,217.8
1025,63,28,89,50,0,211,270,General,0.34,0.34,Slow,0.54,0,155.2
1240,125,27,11,44,2,215,199,Premium,0.07,0.04,Medium,0.41,1,150.3
520,49,31,56,40,1,438,421,Premium,0.44,0.19,Medium,0.73,0,158.7
1339,27,17,51,62,3,309,310,Premium,0.17,0.02,Medium,0.66,0,243.5
4630,154,22,44,92,2,217,320,General,0.82,0.45,Fast,0.42,0,190.1
2460,92,7,65,56,4,396,138,VIP,0.59,0.97,Slow,0.55,0,194.2
3808,179,29,75,95,0,348,69,Premium,0.22,0.38,Fast,0.73,0,160.4
4281,142,0,89,93,2,229,157,Premium,0.08,0.67,Fast,0.76,0,279.0
2621,95,13,73,57,1,484,359,Premium,0.79,0.19,Slow,0.69,0,207.2
2095,163,22,19,89,0,163,50,VIP,0.57,0.66,Fast,0.59,0,142.1
2633,131,17,62,51,4,245,213,General,0.19,0.58,Medium,0.14,1,149.4
1481,122,7,89,73,3,263,362,General,0.01,0.67,Medium,0.4,0,183.1
2177,52,16,30,57,3,415,185,General,0.31,0.5,Fast,0.27,1,173.3
4767,180,14,12,86,2,222,294,General,0.37,0.38,Fast,0.22,0,189.3
